rank,class_id,class_name,count,cum_pct
392,238,Hogbergs Buss AB Uppsala,9,93.28480334066926
393,53,Bemanningspoolen,9,93.33559054229445
394,235,Hestra,9,93.38637774391964
395,100,Castellum,9,93.43716494554484
396,192,Front Fasadgruppen,9,93.48795214717002
397,292,KYL Teknik,9,93.53873934879522
398,224,Halmstad,9,93.5895265504204
399,581,Toarps Plåtslageri AB,9,93.6403137520456
400,582,Torrbollen Home,9,93.69110095367078
401,263,IR,9,93.74188815529598
402,278,JOCR Media,9,93.79267535692117
403,257,ICA Bomben,9,93.84346255854636
404,347,MCR,9,93.89424976017155
405,410,OWB,9,93.94503696179675
406,38,BBM,9,93.99582416342193
407,110,Coor,9,94.04661136504711
408,497,Seniorarbeten,8,94.09175554426952
409,402,Notar,8,94.13689972349191
410,305,Kristina,8,94.1820439027143
411,447,Railway System,8,94.22718808193669
412,185,Formenta,8,94.27233226115908
413,296,Kappahl,8,94.31747644038147
414,144,Easypartner,8,94.36262061960386
415,85,Bricmate,8,94.40776479882625
416,356,Marielunds VVS,8,94.45290897804864
417,471,SDX,8,94.49805315727103
418,455,Rendo,8,94.54319733649342
419,81,Bostjärnan,8,94.58834151571581
420,364,Mediaflow,8,94.63348569493822
421,246,Humidus,8,94.6786298741606
422,242,Hotel Carlshamn,8,94.723774053383
423,506,Skrot Centralen,8,94.76891823260539
424,425,Paroy,8,94.81406241182778
425,614,Ventex Entreprenad AB,8,94.85920659105017
426,511,Smart Rail,8,94.90435077027256
427,655,friskis,8,94.94949494949495
428,531,Stena Fastigheter,8,94.99463912871734
